144
0,0,0,80,80,170.885208,12.784751
1.000000,0
0.945948,20
0.936839,18
0.932220,19
0.917617,1
0.883254,21
0.880971,17
0.852588,23
0.849545,31
0.794770,30
0.787635,22
0.770519,2
0.764894,24
0.757255,29
0.751571,16
0.708035,28
0.690102,42
0.686478,41
0.671281,43
0.657153,40
0.624017,44
0.621234,3
0.618720,26
0.617040,25
0.607108,39
0.589699,45
0.581177,46
0.553992,38
0.551611,4
0.539282,47
0.522317,15
0.500506,37
0.492562,35
0.492231,36
0.466656,7
0.435168,27
0.427826,32
0.425774,13
0.414906,34
0.408805,8
0.401489,33
0.400533,5
0.383279,14
0.350202,60
0.338402,61
0.332959,9
0.325485,49
0.323406,59
0.310495,11
0.306181,62
0.300002,57
0.296293,12
0.286130,63
0.279229,6
0.276088,56
0.264999,58
0.261671,10
0.254166,55
0.224933,77
0.220189,66
0.219904,50
0.209907,54
0.194532,52
0.192909,53
0.181624,48
0.144900,51
0.143654,67
0.123657,78
0.120497,94
0.120156,76
0.107486,71
0.096470,74
0.096393,83
0.094572,84
0.091500,79
0.082247,65
0.081324,106
0.079991,70
0.078387,69
0.075852,73
0.073742,72
0.070827,89
0.069548,75
0.068398,86
0.068323,87
0.067803,68
0.064237,90
0.063232,85
0.062127,92
0.056655,91
0.049745,108
0.048174,101
0.047893,107
0.041249,95
0.040057,81
0.033437,88
0.030595,105
0.025523,140
0.023909,64
0.023030,119
0.022625,112
0.021586,93
0.017932,104
0.015482,100
0.012228,136
0.010033,137
0.009878,97
0.009111,98
0.008101,80
0.007787,121
0.007743,126
0.007204,82
0.006682,109
0.004225,103
0.003817,114
0.001966,122
0.001944,120
0.001779,96
0.000726,102
0.000726,117
0.000713,130
0.000585,141
0.000312,113
0.000000,127
0.000000,128
0.000000,129
0.000000,131
0.000000,132
0.000000,133
0.000000,134
0.000000,135
0.000000,138
0.000000,139
0.000000,142
0.000000,143
0.000000,99
0.000000,110
0.000000,111
0.000000,115
0.000000,116
0.000000,118
0.000000,123
0.000000,124
0.000000,125
1,80,0,80,80,175.545105,12.255432
1.000000,1
0.945948,0
0.935799,31
0.932821,2
0.929472,23
0.918594,21
0.912222,20
0.903573,30
0.887372,24
0.886142,19
0.881356,29
0.873353,22
0.840153,18
0.836632,28
0.813462,3
0.779274,25
0.758319,26
0.720136,15
0.714579,4
0.705692,17
0.632221,43
0.614464,42
0.595464,41
0.570212,7
0.566692,40
0.563969,27
0.554056,16
0.548976,14
0.543677,46
0.538745,5
0.533911,13
0.522057,39
0.517685,44
0.492566,47
0.492038,45
0.456809,8
0.443393,38
0.436616,35
0.420011,36
0.413137,12
0.398715,9
0.398059,37
0.396305,11
0.374313,6
0.358723,10
0.339634,32
0.327444,34
0.323539,60
0.322989,33
0.318510,61
0.294830,59
0.281047,62
0.261104,49
0.259856,63
0.252271,57
0.239674,56
0.224574,58
0.222463,77
0.209442,55
0.172572,66
0.165742,54
0.158937,50
0.142129,53
0.140946,52
0.117199,67
0.113149,78
0.111804,94
0.106891,48
0.102065,76
0.085664,51
0.085172,83
0.078128,71
0.075951,74
0.070608,84
0.068385,79
0.060097,92
0.058278,69
0.056487,73
0.055872,106
0.055485,89
0.054658,87
0.053672,70
0.053671,86
0.052391,72
0.051059,75
0.048699,65
0.048352,90
0.047827,85
0.047182,91
0.040306,68
0.039221,108
0.036760,107
0.030525,101
0.027128,95
0.024988,88
0.024864,81
0.018434,140
0.016179,93
0.015920,112
0.013335,105
0.013225,119
0.008938,136
0.007527,104
0.007458,64
0.007327,137
0.006689,100
0.005641,121
0.004584,80
0.004482,98
0.003969,109
0.003671,97
0.003100,126
0.002349,103
0.002291,82
0.001630,114
0.001218,122
0.001010,96
0.000698,120
0.000518,141
0.000427,130
0.000312,102
0.000312,113
0.000312,117
0.000000,127
0.000000,128
0.000000,129
0.000000,131
0.000000,132
0.000000,133
0.000000,134
0.000000,135
0.000000,138
0.000000,139
0.000000,142
0.000000,143
0.000000,99
0.000000,110
0.000000,111
0.000000,115
0.000000,116
0.000000,118
0.000000,123
0.000000,124
0.000000,125
2,160,0,80,80,179.746658,11.095138
1.000000,2
0.942990,31
0.940761,3
0.936839,0
0.935799,1
0.932199,30
0.930101,29
0.922908,24
0.911362,23
0.895863,22
0.893028,28
0.891828,21
0.879023,25
0.872508,15
0.849993,4
0.845499,26
0.800136,20
0.788316,19
0.712927,14
0.711639,18
0.685180,7
0.683104,5
0.670514,27
0.650872,13
0.553537,43
0.551757,12
0.543831,8
0.534165,17
0.529992,42
0.501955,11
0.498151,9
0.489541,6
0.486115,40
0.486065,41
0.481863,10
0.452911,46
0.426799,39
0.396859,44
0.390357,16
0.389289,47
0.384489,45
0.369803,35
0.359261,36
0.333986,38
0.305017,37
0.278600,60
0.266582,32
0.263338,59
0.262974,34
0.256775,33
0.252453,61
0.235295,49
0.208125,77
0.203200,62
0.201366,56
0.200205,57
0.198589,63
0.187639,58
0.170477,55
0.148947,50
0.148247,66
0.139120,54
0.130761,52
0.127535,53
0.114936,67
0.099295,78
0.096941,94
0.095919,48
