144
0,0,0,80,80,61.912762,11.136600
1.000000,0
0.885709,16
0.863756,1
0.804050,51
0.799692,96
0.772603,97
0.762454,17
0.743137,64
0.721084,66
0.706291,50
0.695535,80
0.674789,98
0.666817,65
0.603043,99
0.576820,111
0.552291,127
0.529543,19
0.515902,48
0.500868,54
0.474976,18
0.465320,126
0.458121,11
0.416142,35
0.415464,33
0.415325,32
0.412769,110
0.407741,49
0.396034,2
0.373876,8
0.365901,9
0.363425,43
0.356774,22
0.353678,53
0.347091,4
0.345807,58
0.341540,103
0.336218,109
0.329966,34
0.324952,59
0.321299,100
0.317852,20
0.316560,125
0.314176,71
0.310639,81
0.306212,42
0.295683,56
0.275167,75
0.257887,52
0.252035,12
0.251816,5
0.249329,57
0.246857,23
0.236217,27
0.232189,39
0.229153,40
0.226154,21
0.217871,122
0.212540,67
0.212235,41
0.206768,3
0.186460,55
0.182070,44
0.175023,74
0.173416,115
0.163452,76
0.154331,70
0.151148,101
0.151071,112
0.150429,28
0.147930,25
0.138415,15
0.137571,6
0.135172,60
0.132156,13
0.131431,7
0.130978,14
0.130760,114
0.125426,29
0.122692,72
0.118645,45
0.117012,38
0.114624,121
0.112451,73
0.111093,78
0.108677,93
0.105464,91
0.102957,36
0.100896,30
0.100174,94
0.097915,136
0.095460,137
0.095444,37
0.092761,31
0.091565,92
0.090193,113
0.089340,106
0.089014,62
0.084566,26
0.083616,61
0.081801,77
0.080998,120
0.075264,123
0.071689,79
0.070827,135
0.070018,95
0.067086,47
0.063495,82
0.062221,124
0.061049,139
0.059911,63
0.059558,138
0.053650,134
0.052528,24
0.052470,118
0.052082,116
0.049522,46
0.048946,133
0.048839,140
0.047608,141
0.047213,90
0.047135,117
0.046314,89
0.045989,132
0.045224,88
0.044905,10
0.043197,142
0.042659,69
0.041489,83
0.035954,68
0.035826,143
0.034464,85
0.034386,119
0.033806,131
0.033755,128
0.031062,129
0.030449,105
0.029044,107
0.027078,108
0.026096,130
0.024937,84
0.024352,87
0.016825,86
0.015992,102
0.002637,104
1,80,0,80,80,60.253281,20.901106
1.000000,1
0.912333,17
0.897462,96
0.886877,80
0.885709,0
0.885503,51
0.879305,64
0.870903,97
0.855539,66
0.855220,65
0.852979,16
0.837212,111
0.816815,98
0.788684,19
0.786374,99
0.774699,18
0.767503,127
0.730553,2
0.707342,110
0.596991,20
0.563958,100
0.560082,11
0.552678,126
0.551633,54
0.535395,103
0.531613,12
0.522962,109
0.520296,53
0.515976,81
0.513890,3
0.507600,33
0.505988,4
0.502685,50
0.498990,75
0.498440,52
0.490137,21
0.484666,35
0.477393,22
0.476350,32
0.475244,28
0.467879,8
0.452930,58
0.449377,59
0.446227,14
0.444702,29
0.435577,15
0.428866,44
0.427243,13
0.425612,122
0.422772,45
0.413983,43
0.412713,9
0.408800,27
0.397251,71
0.392633,57
0.390047,67
0.377107,39
0.375430,30
0.367931,42
0.360920,48
0.360089,56
0.356325,125
0.333348,40
0.331648,34
0.331585,31
0.331380,78
0.324708,94
0.319011,93
0.317002,36
0.316646,74
0.307360,101
0.306671,62
0.302072,37
0.301671,61
0.296429,76
0.291478,49
0.285904,92
0.277632,23
0.275459,38
0.273242,73
0.271161,5
0.269375,41
0.257597,115
0.256462,114
0.253224,47
0.252739,91
0.251123,55
0.250582,112
0.247982,95
0.243616,63
0.241761,79
0.234623,70
0.232018,46
0.214044,121
0.210020,60
0.205710,82
0.198801,25
0.193644,77
0.180460,113
0.176215,83
0.174646,136
0.173255,72
0.155196,68
0.152077,7
0.138368,123
0.132735,6
0.130262,106
0.128895,85
0.124738,69
0.123568,90
0.120807,84
0.115853,137
0.112334,124
0.112186,26
0.105717,89
0.105263,120
0.084239,105
0.068426,138
0.063421,135
0.062683,108
0.061979,88
0.060170,24
0.059047,107
0.050494,119
0.048996,87
0.044828,118
0.042333,116
0.042121,117
0.041690,139
0.032916,132
0.031112,133
0.030179,10
0.028791,86
0.025651,140
0.023494,141
0.020081,142
0.019917,134
0.018197,143
0.015346,102
0.013496,131
0.010545,128
0.009437,129
0.008082,130
0.005231,104
